07/10 04:41:36 AM | 
07/10 04:56:10 AM | Model size = 1.216 MB
07/10 04:56:10 AM | Epoch 0 LR 0.05
07/10 04:56:11 AM | Train: [  1/600] Step 000/071 Loss: 1.038 Recall: 0.453 FA: 40 F1: 0.504762
07/10 04:56:11 AM | [99 40 64 53]
07/10 04:56:27 AM | Train: [  1/600] Step 050/071 Loss: 0.598 Recall: 0.884 FA: 12 F1: 0.891667
07/10 04:56:27 AM | [123  12  14 107]
07/10 04:56:33 AM | Train: [  1/600] Step 071/071 Loss: 0.542 Recall: 0.933 FA: 10 F1: 0.717949
07/10 04:56:33 AM | [24 10  1 14]
07/10 04:56:33 AM | Train: [  1/600] Final Recall 84.8717% FA 1556 F1: 84.0608%
07/10 04:56:33 AM | [7547 1556 1380 7742]
07/10 04:56:33 AM | Valid: [  1/600] Step 000/061 Loss: 0.901 Recall: 0.933 FA: 70 F1: 0.282828
07/10 04:56:33 AM | [171  70   1  14]
07/10 04:56:38 AM | Valid: [  1/600] Final Recall 86.0125% FA 1960 F1: 28.9021%
07/10 04:56:38 AM | [4991 1960   67  412]
07/10 04:56:38 AM | Valid: Time Spent: 4.419169s
07/10 04:56:38 AM | [0.28902139600140303]
07/10 04:56:41 AM | Model size = 1.185 MB
07/10 04:56:41 AM | Epoch 0 LR 0.05
07/10 04:56:42 AM | Train: [  1/600] Step 000/071 Loss: 1.113 Recall: 0.244 FA: 79 F1: 0.264463
07/10 04:56:42 AM | [46 79 99 32]
07/10 04:56:57 AM | Train: [  1/600] Step 050/071 Loss: 0.707 Recall: 0.794 FA: 13 F1: 0.838710
07/10 04:56:57 AM | [112  13  27 104]
07/10 04:57:03 AM | Train: [  1/600] Step 071/071 Loss: 0.652 Recall: 0.913 FA: 2 F1: 0.913043
07/10 04:57:03 AM | [24  2  2 21]
07/10 04:57:03 AM | Train: [  1/600] Final Recall 80.9870% FA 1707 F1: 81.1895%
07/10 04:57:03 AM | [7298 1707 1753 7467]
07/10 04:57:03 AM | Valid: [  1/600] Step 000/061 Loss: 0.565 Recall: 0.579 FA: 29 F1: 0.372881
07/10 04:57:03 AM | [208  29   8  11]
07/10 04:57:07 AM | Valid: [  1/600] Final Recall 66.5979% FA 870 F1: 38.4982%
07/10 04:57:07 AM | [6325  870  162  323]
07/10 04:57:07 AM | Valid: Time Spent: 3.520085s
07/10 04:57:07 AM | [0.38498212157330153]
07/10 04:57:09 AM | Model size = 1.234 MB
07/10 04:57:09 AM | Epoch 0 LR 0.05
07/10 04:57:10 AM | Train: [  1/600] Step 000/071 Loss: 1.006 Recall: 0.579 FA: 82 F1: 0.519573
07/10 04:57:10 AM | [48 82 53 73]
07/10 04:57:25 AM | Train: [  1/600] Step 050/071 Loss: 0.585 Recall: 0.935 FA: 10 F1: 0.928000
07/10 04:57:25 AM | [122  10   8 116]
07/10 04:57:31 AM | Train: [  1/600] Step 071/071 Loss: 0.535 Recall: 0.792 FA: 4 F1: 0.808511
07/10 04:57:31 AM | [21  4  5 19]
07/10 04:57:31 AM | Train: [  1/600] Final Recall 84.8803% FA 1673 F1: 83.4844%
07/10 04:57:31 AM | [7491 1673 1370 7691]
07/10 04:57:31 AM | Valid: [  1/600] Step 000/061 Loss: 0.415 Recall: 0.800 FA: 30 F1: 0.421053
07/10 04:57:31 AM | [211  30   3  12]
07/10 04:57:35 AM | Valid: [  1/600] Final Recall 74.6450% FA 1111 F1: 37.3225%
07/10 04:57:35 AM | [5826 1111  125  368]
07/10 04:57:35 AM | Valid: Time Spent: 4.072691s
07/10 04:57:35 AM | [0.37322515212981744]
07/10 04:57:37 AM | Model size = 1.465 MB
07/10 04:57:37 AM | Epoch 0 LR 0.05
07/10 04:57:38 AM | Train: [  1/600] Step 000/071 Loss: 0.972 Recall: 0.634 FA: 30 F1: 0.680328
07/10 04:57:38 AM | [95 30 48 83]
07/10 04:57:58 AM | Train: [  1/600] Step 050/071 Loss: 0.503 Recall: 0.984 FA: 27 F1: 0.897527
07/10 04:57:58 AM | [100  27   2 127]
07/10 04:58:06 AM | Train: [  1/600] Step 071/071 Loss: 0.466 Recall: 0.920 FA: 4 F1: 0.884615
07/10 04:58:06 AM | [20  4  2 23]
07/10 04:58:06 AM | Train: [  1/600] Final Recall 86.9206% FA 1407 F1: 85.8852%
07/10 04:58:06 AM | [7735 1407 1188 7895]
07/10 04:58:06 AM | Valid: [  1/600] Step 000/061 Loss: 0.262 Recall: 0.654 FA: 13 F1: 0.607143
07/10 04:58:06 AM | [217  13   9  17]
07/10 04:58:10 AM | Valid: [  1/600] Final Recall 62.0278% FA 650 F1: 42.5939%
07/10 04:58:10 AM | [6527  650  191  312]
07/10 04:58:10 AM | Valid: Time Spent: 4.171126s
07/10 04:58:10 AM | [0.425938566552901]
07/10 04:58:12 AM | Model size = 1.285 MB
07/10 04:58:12 AM | Epoch 0 LR 0.05
07/10 04:58:13 AM | Train: [  1/600] Step 000/071 Loss: 1.013 Recall: 0.535 FA: 88 F1: 0.480565
07/10 04:58:13 AM | [41 88 59 68]
07/10 04:58:29 AM | Train: [  1/600] Step 050/071 Loss: 0.639 Recall: 0.787 FA: 22 F1: 0.807547
07/10 04:58:29 AM | [ 98  22  29 107]
07/10 04:58:35 AM | Train: [  1/600] Step 071/071 Loss: 0.593 Recall: 1.000 FA: 11 F1: 0.800000
07/10 04:58:35 AM | [16 11  0 22]
07/10 04:58:35 AM | Train: [  1/600] Final Recall 82.7268% FA 1802 F1: 81.6894%
07/10 04:58:35 AM | [7328 1802 1571 7524]
07/10 04:58:35 AM | Valid: [  1/600] Step 000/061 Loss: 0.325 Recall: 0.636 FA: 31 F1: 0.285714
07/10 04:58:35 AM | [214  31   4   7]
07/10 04:58:39 AM | Valid: [  1/600] Final Recall 55.5319% FA 728 F1: 35.7779%
07/10 04:58:39 AM | [6232  728  209  261]
07/10 04:58:39 AM | Valid: Time Spent: 4.209194s
07/10 04:58:39 AM | [0.3577793008910213]
07/10 04:58:41 AM | Model size = 1.437 MB
07/10 04:58:41 AM | Epoch 0 LR 0.05
07/10 04:58:42 AM | Train: [  1/600] Step 000/071 Loss: 0.961 Recall: 0.560 FA: 49 F1: 0.573770
07/10 04:58:42 AM | [82 49 55 70]
07/10 04:59:00 AM | Train: [  1/600] Step 050/071 Loss: 0.548 Recall: 0.832 FA: 15 F1: 0.849785
07/10 04:59:00 AM | [122  15  20  99]
07/10 04:59:07 AM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 0.708 FA: 2 F1: 0.790698
07/10 04:59:07 AM | [23  2  7 17]
07/10 04:59:08 AM | Train: [  1/600] Final Recall 85.2430% FA 1546 F1: 84.2975%
07/10 04:59:08 AM | [7585 1546 1342 7752]
07/10 04:59:08 AM | Valid: [  1/600] Step 000/061 Loss: 1.511 Recall: 0.643 FA: 53 F1: 0.236842
07/10 04:59:08 AM | [189  53   5   9]
07/10 04:59:13 AM | Valid: [  1/600] Final Recall 68.5950% FA 1434 F1: 29.5111%
07/10 04:59:13 AM | [5762 1434  152  332]
07/10 04:59:13 AM | Valid: Time Spent: 5.319679s
07/10 04:59:13 AM | [0.2951111111111111]
07/10 04:59:15 AM | Model size = 1.369 MB
07/10 04:59:15 AM | Epoch 0 LR 0.05
07/10 04:59:16 AM | Train: [  1/600] Step 000/071 Loss: 1.014 Recall: 0.590 FA: 46 F1: 0.614232
07/10 04:59:16 AM | [71 46 57 82]
07/10 04:59:35 AM | Train: [  1/600] Step 050/071 Loss: 0.585 Recall: 0.889 FA: 14 F1: 0.888889
07/10 04:59:35 AM | [116  14  14 112]
07/10 04:59:44 AM | Train: [  1/600] Step 071/071 Loss: 0.524 Recall: 0.880 FA: 7 F1: 0.814815
07/10 04:59:44 AM | [17  7  3 22]
07/10 04:59:44 AM | Train: [  1/600] Final Recall 86.2975% FA 1542 F1: 84.9494%
07/10 04:59:44 AM | [7546 1542 1252 7885]
07/10 04:59:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.190 Recall: 0.429 FA: 11 F1: 0.439024
07/10 04:59:44 AM | [224  11  12   9]
07/10 04:59:49 AM | Valid: [  1/600] Final Recall 34.5528% FA 331 F1: 34.2397%
07/10 04:59:49 AM | [6607  331  322  170]
07/10 04:59:49 AM | Valid: Time Spent: 5.063076s
07/10 04:59:49 AM | [0.3423967774420946]
07/10 04:59:53 AM | Model size = 1.534 MB
07/10 04:59:53 AM | Epoch 0 LR 0.05
07/10 04:59:54 AM | Train: [  1/600] Step 000/071 Loss: 0.935 Recall: 0.485 FA: 29 F1: 0.570175
07/10 04:59:54 AM | [93 29 69 65]
07/10 05:00:17 AM | Train: [  1/600] Step 050/071 Loss: 0.520 Recall: 0.897 FA: 29 F1: 0.827586
07/10 05:00:17 AM | [120  29  11  96]
07/10 05:00:27 AM | Train: [  1/600] Step 071/071 Loss: 0.488 Recall: 0.958 FA: 2 F1: 0.938776
07/10 05:00:27 AM | [23  2  1 23]
07/10 05:00:28 AM | Train: [  1/600] Final Recall 86.2414% FA 1469 F1: 85.2898%
07/10 05:00:28 AM | [7569 1469 1264 7923]
07/10 05:00:28 AM | Valid: [  1/600] Step 000/061 Loss: 0.662 Recall: 0.706 FA: 23 F1: 0.461538
07/10 05:00:28 AM | [216  23   5  12]
07/10 05:00:33 AM | Valid: [  1/600] Final Recall 62.7490% FA 757 F1: 40.0254%
07/10 05:00:33 AM | [6421  757  187  315]
07/10 05:00:33 AM | Valid: Time Spent: 5.895910s
07/10 05:00:33 AM | [0.4002541296060991]
07/10 05:00:35 AM | Model size = 1.362 MB
07/10 05:00:35 AM | Epoch 0 LR 0.05
07/10 05:00:36 AM | Train: [  1/600] Step 000/071 Loss: 1.073 Recall: 0.435 FA: 78 F1: 0.421875
07/10 05:00:36 AM | [54 78 70 54]
07/10 05:00:55 AM | Train: [  1/600] Step 050/071 Loss: 0.658 Recall: 0.907 FA: 17 F1: 0.889734
07/10 05:00:55 AM | [110  17  12 117]
07/10 05:01:02 AM | Train: [  1/600] Step 071/071 Loss: 0.589 Recall: 1.000 FA: 6 F1: 0.884615
07/10 05:01:02 AM | [20  6  0 23]
07/10 05:01:03 AM | Train: [  1/600] Final Recall 83.2186% FA 1689 F1: 82.5288%
07/10 05:01:03 AM | [7383 1689 1536 7617]
07/10 05:01:03 AM | Valid: [  1/600] Step 000/061 Loss: 0.268 Recall: 0.591 FA: 15 F1: 0.520000
07/10 05:01:03 AM | [219  15   9  13]
07/10 05:01:07 AM | Valid: [  1/600] Final Recall 49.3478% FA 452 F1: 39.8595%
07/10 05:01:07 AM | [6518  452  233  227]
07/10 05:01:07 AM | Valid: Time Spent: 3.982515s
07/10 05:01:07 AM | [0.398595258999122]
07/10 05:01:09 AM | Model size = 1.552 MB
07/10 05:01:09 AM | Epoch 0 LR 0.05
07/10 05:01:10 AM | Train: [  1/600] Step 000/071 Loss: 0.995 Recall: 0.457 FA: 77 F1: 0.455516
07/10 05:01:10 AM | [39 77 76 64]
07/10 05:01:30 AM | Train: [  1/600] Step 050/071 Loss: 0.538 Recall: 0.992 FA: 22 F1: 0.917563
07/10 05:01:30 AM | [105  22   1 128]
07/10 05:01:38 AM | Train: [  1/600] Step 071/071 Loss: 0.499 Recall: 0.923 FA: 3 F1: 0.905660
07/10 05:01:38 AM | [20  3  2 24]
07/10 05:01:38 AM | Train: [  1/600] Final Recall 86.5205% FA 1622 F1: 84.7012%
07/10 05:01:38 AM | [7478 1622 1230 7895]
07/10 05:01:39 AM | Valid: [  1/600] Step 000/061 Loss: 0.290 Recall: 0.650 FA: 15 F1: 0.541667
07/10 05:01:39 AM | [221  15   7  13]
07/10 05:01:44 AM | Valid: [  1/600] Final Recall 51.8595% FA 490 F1: 40.9796%
07/10 05:01:44 AM | [6706  490  233  251]
07/10 05:01:44 AM | Valid: Time Spent: 5.370307s
07/10 05:01:44 AM | [0.4097959183673469]
07/10 05:01:46 AM | Model size = 1.318 MB
07/10 05:01:46 AM | Epoch 0 LR 0.05
07/10 05:01:47 AM | Train: [  1/600] Step 000/071 Loss: 1.052 Recall: 0.483 FA: 82 F1: 0.443580
07/10 05:01:47 AM | [56 82 61 57]
07/10 05:02:06 AM | Train: [  1/600] Step 050/071 Loss: 0.748 Recall: 0.653 FA: 10 F1: 0.752381
07/10 05:02:06 AM | [125  10  42  79]
07/10 05:02:14 AM | Train: [  1/600] Step 071/071 Loss: 0.689 Recall: 0.773 FA: 5 F1: 0.772727
07/10 05:02:14 AM | [22  5  5 17]
07/10 05:02:14 AM | Train: [  1/600] Final Recall 81.0145% FA 1946 F1: 80.0801%
07/10 05:02:14 AM | [7151 1946 1733 7395]
07/10 05:02:14 AM | Valid: [  1/600] Step 000/061 Loss: 0.437 Recall: 0.800 FA: 42 F1: 0.410256
07/10 05:02:14 AM | [194  42   4  16]
07/10 05:02:18 AM | Valid: [  1/600] Final Recall 77.4257% FA 1216 F1: 37.0265%
07/10 05:02:18 AM | [5959 1216  114  391]
07/10 05:02:18 AM | Valid: Time Spent: 4.004102s
07/10 05:02:18 AM | [0.37026515151515155]
07/10 05:02:20 AM | Model size = 1.495 MB
07/10 05:02:20 AM | Epoch 0 LR 0.05
07/10 05:02:21 AM | Train: [  1/600] Step 000/071 Loss: 1.054 Recall: 0.365 FA: 42 F1: 0.436681
07/10 05:02:21 AM | [77 42 87 50]
07/10 05:02:42 AM | Train: [  1/600] Step 050/071 Loss: 0.601 Recall: 0.916 FA: 18 F1: 0.892193
07/10 05:02:42 AM | [107  18  11 120]
07/10 05:02:52 AM | Train: [  1/600] Step 071/071 Loss: 0.555 Recall: 0.741 FA: 2 F1: 0.816327
07/10 05:02:52 AM | [20  2  7 20]
07/10 05:02:52 AM | Train: [  1/600] Final Recall 84.3617% FA 1744 F1: 82.9486%
07/10 05:02:52 AM | [7324 1744 1432 7725]
07/10 05:02:52 AM | Valid: [  1/600] Step 000/061 Loss: 0.888 Recall: 0.917 FA: 94 F1: 0.188034
07/10 05:02:52 AM | [150  94   1  11]
07/10 05:02:58 AM | Valid: [  1/600] Final Recall 79.4311% FA 2759 F1: 20.2850%
07/10 05:02:58 AM | [4214 2759   94  363]
07/10 05:02:58 AM | Valid: Time Spent: 5.560652s
07/10 05:02:58 AM | [0.20284995808885162]
07/10 05:03:00 AM | Model size = 1.405 MB
07/10 05:03:00 AM | Epoch 0 LR 0.05
07/10 05:03:01 AM | Train: [  1/600] Step 000/071 Loss: 0.980 Recall: 0.589 FA: 39 F1: 0.631179
07/10 05:03:01 AM | [76 39 58 83]
07/10 05:03:19 AM | Train: [  1/600] Step 050/071 Loss: 0.492 Recall: 0.944 FA: 23 F1: 0.875536
07/10 05:03:19 AM | [125  23   6 102]
07/10 05:03:29 AM | Train: [  1/600] Step 071/071 Loss: 0.452 Recall: 0.957 FA: 6 F1: 0.862745
07/10 05:03:29 AM | [20  6  1 22]
07/10 05:03:29 AM | Train: [  1/600] Final Recall 87.6142% FA 1372 F1: 86.5181%
07/10 05:03:29 AM | [7657 1372 1139 8057]
07/10 05:03:29 AM | Valid: [  1/600] Step 000/061 Loss: 0.260 Recall: 0.789 FA: 25 F1: 0.508475
07/10 05:03:29 AM | [212  25   4  15]
07/10 05:03:33 AM | Valid: [  1/600] Final Recall 67.5147% FA 843 F1: 40.6121%
07/10 05:03:33 AM | [6326  843  166  345]
07/10 05:03:33 AM | Valid: Time Spent: 4.628307s
07/10 05:03:33 AM | [0.4061212477928193]
07/10 05:03:35 AM | Model size = 1.548 MB
07/10 05:03:35 AM | Epoch 0 LR 0.05
07/10 05:03:36 AM | Train: [  1/600] Step 000/071 Loss: 0.929 Recall: 0.619 FA: 33 F1: 0.664000
07/10 05:03:36 AM | [89 33 51 83]
07/10 05:03:59 AM | Train: [  1/600] Step 050/071 Loss: 0.472 Recall: 0.913 FA: 18 F1: 0.888031
07/10 05:03:59 AM | [112  18  11 115]
07/10 05:04:08 AM | Train: [  1/600] Step 071/071 Loss: 0.445 Recall: 0.806 FA: 2 F1: 0.862069
07/10 05:04:08 AM | [16  2  6 25]
07/10 05:04:08 AM | Train: [  1/600] Final Recall 86.9768% FA 1279 F1: 86.5956%
07/10 05:04:08 AM | [7747 1279 1198 8001]
07/10 05:04:08 AM | Valid: [  1/600] Step 000/061 Loss: 0.239 Recall: 0.667 FA: 21 F1: 0.434783
07/10 05:04:08 AM | [220  21   5  10]
07/10 05:04:14 AM | Valid: [  1/600] Final Recall 71.0970% FA 672 F1: 45.4484%
07/10 05:04:14 AM | [6284  672  137  337]
07/10 05:04:14 AM | Valid: Time Spent: 5.684904s
07/10 05:04:14 AM | [0.4544841537424141]
07/10 05:04:16 AM | Model size = 1.330 MB
07/10 05:04:16 AM | Epoch 0 LR 0.05
07/10 05:04:17 AM | Train: [  1/600] Step 000/071 Loss: 1.162 Recall: 0.366 FA: 97 F1: 0.339623
07/10 05:04:17 AM | [36 97 78 45]
07/10 05:04:35 AM | Train: [  1/600] Step 050/071 Loss: 0.568 Recall: 0.924 FA: 13 F1: 0.913208
07/10 05:04:35 AM | [112  13  10 121]
07/10 05:04:42 AM | Train: [  1/600] Step 071/071 Loss: 0.549 Recall: 1.000 FA: 5 F1: 0.897959
07/10 05:04:42 AM | [22  5  0 22]
07/10 05:04:42 AM | Train: [  1/600] Final Recall 84.5894% FA 1634 F1: 83.5821%
07/10 05:04:42 AM | [7422 1634 1413 7756]
07/10 05:04:43 AM | Valid: [  1/600] Step 000/061 Loss: 0.387 Recall: 0.333 FA: 40 F1: 0.142857
07/10 05:04:43 AM | [204  40   8   4]
07/10 05:04:46 AM | Valid: [  1/600] Final Recall 47.9167% FA 1384 F1: 21.9675%
07/10 05:04:46 AM | [5816 1384  250  230]
07/10 05:04:46 AM | Valid: Time Spent: 4.050285s
07/10 05:04:46 AM | [0.21967526265520537]
07/10 05:04:48 AM | Model size = 1.307 MB
07/10 05:04:48 AM | Epoch 0 LR 0.05
07/10 05:04:49 AM | Train: [  1/600] Step 000/071 Loss: 1.036 Recall: 0.474 FA: 78 F1: 0.459854
07/10 05:04:49 AM | [45 78 70 63]
07/10 05:05:08 AM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.902 FA: 18 F1: 0.880000
07/10 05:05:08 AM | [116  18  12 110]
07/10 05:05:16 AM | Train: [  1/600] Step 071/071 Loss: 0.477 Recall: 0.800 FA: 3 F1: 0.833333
07/10 05:05:16 AM | [21  3  5 20]
07/10 05:05:16 AM | Train: [  1/600] Final Recall 85.7851% FA 1465 F1: 84.9711%
07/10 05:05:16 AM | [7678 1465 1291 7791]
07/10 05:05:16 AM | Valid: [  1/600] Step 000/061 Loss: 0.814 Recall: 0.765 FA: 47 F1: 0.337662
07/10 05:05:16 AM | [192  47   4  13]
07/10 05:05:22 AM | Valid: [  1/600] Final Recall 87.3494% FA 1402 F1: 37.2591%
07/10 05:05:22 AM | [5530 1402   63  435]
07/10 05:05:22 AM | Valid: Time Spent: 5.921857s
07/10 05:05:22 AM | [0.37259100642398285]
07/10 05:05:24 AM | Model size = 1.604 MB
07/10 05:05:24 AM | Epoch 0 LR 0.05
07/10 05:05:25 AM | Train: [  1/600] Step 000/071 Loss: 1.020 Recall: 0.459 FA: 59 F1: 0.472574
07/10 05:05:25 AM | [75 59 66 56]
07/10 05:05:47 AM | Train: [  1/600] Step 050/071 Loss: 0.619 Recall: 0.852 FA: 17 F1: 0.864286
07/10 05:05:47 AM | [ 97  17  21 121]
07/10 05:05:56 AM | Train: [  1/600] Step 071/071 Loss: 0.562 Recall: 0.741 FA: 1 F1: 0.833333
07/10 05:05:56 AM | [21  1  7 20]
07/10 05:05:56 AM | Train: [  1/600] Final Recall 83.4201% FA 1728 F1: 82.3664%
07/10 05:05:56 AM | [7468 1728 1497 7532]
07/10 05:05:56 AM | Valid: [  1/600] Step 000/061 Loss: 0.498 Recall: 0.933 FA: 50 F1: 0.354430
07/10 05:05:56 AM | [191  50   1  14]
07/10 05:06:01 AM | Valid: [  1/600] Final Recall 85.9539% FA 1290 F1: 37.6665%
07/10 05:06:01 AM | [5913 1290   67  410]
07/10 05:06:01 AM | Valid: Time Spent: 4.852226s
07/10 05:06:01 AM | [0.3766651355075793]
07/10 05:06:03 AM | Model size = 1.151 MB
07/10 05:06:03 AM | Epoch 0 LR 0.05
07/10 05:06:04 AM | Train: [  1/600] Step 000/071 Loss: 0.933 Recall: 0.675 FA: 43 F1: 0.661088
07/10 05:06:04 AM | [96 43 38 79]
07/10 05:06:19 AM | Train: [  1/600] Step 050/071 Loss: 0.607 Recall: 0.823 FA: 15 F1: 0.849206
07/10 05:06:19 AM | [111  15  23 107]
07/10 05:06:25 AM | Train: [  1/600] Step 071/071 Loss: 0.551 Recall: 0.880 FA: 4 F1: 0.862745
07/10 05:06:25 AM | [20  4  3 22]
07/10 05:06:25 AM | Train: [  1/600] Final Recall 83.8219% FA 1505 F1: 83.7029%
07/10 05:06:25 AM | [7578 1505 1479 7663]
07/10 05:06:25 AM | Valid: [  1/600] Step 000/061 Loss: 0.396 Recall: 0.818 FA: 46 F1: 0.272727
07/10 05:06:25 AM | [199  46   2   9]
07/10 05:06:29 AM | Valid: [  1/600] Final Recall 85.9756% FA 1261 F1: 38.8787%
07/10 05:06:29 AM | [5677 1261   69  423]
07/10 05:06:29 AM | Valid: Time Spent: 4.031008s
07/10 05:06:29 AM | [0.38878676470588236]
07/10 05:06:31 AM | Model size = 1.297 MB
07/10 05:06:31 AM | Epoch 0 LR 0.05
07/10 05:06:32 AM | Train: [  1/600] Step 000/071 Loss: 1.077 Recall: 0.379 FA: 101 F1: 0.345588
07/10 05:06:32 AM | [ 31 101  77  47]
07/10 05:06:48 AM | Train: [  1/600] Step 050/071 Loss: 0.511 Recall: 0.944 FA: 22 F1: 0.891386
07/10 05:06:48 AM | [108  22   7 119]
07/10 05:06:55 AM | Train: [  1/600] Step 071/071 Loss: 0.478 Recall: 0.963 FA: 4 F1: 0.912281
07/10 05:06:55 AM | [18  4  1 26]
07/10 05:06:55 AM | Train: [  1/600] Final Recall 86.4596% FA 1480 F1: 85.3303%
07/10 05:06:55 AM | [7602 1480 1238 7905]
07/10 05:06:55 AM | Valid: [  1/600] Step 000/061 Loss: 0.226 Recall: 0.750 FA: 24 F1: 0.508475
07/10 05:06:55 AM | [212  24   5  15]
07/10 05:06:59 AM | Valid: [  1/600] Final Recall 72.8571% FA 725 F1: 45.4198%
07/10 05:06:59 AM | [6465  725  133  357]
07/10 05:06:59 AM | Valid: Time Spent: 3.955051s
07/10 05:06:59 AM | [0.4541984732824427]
07/10 05:07:03 AM | Model size = 1.615 MB
07/10 05:07:03 AM | Epoch 0 LR 0.05
07/10 05:07:04 AM | Train: [  1/600] Step 000/071 Loss: 1.146 Recall: 0.353 FA: 84 F1: 0.360294
07/10 05:07:04 AM | [33 84 90 49]
07/10 05:07:25 AM | Train: [  1/600] Step 050/071 Loss: 0.514 Recall: 0.831 FA: 22 F1: 0.827309
07/10 05:07:25 AM | [110  22  21 103]
07/10 05:07:33 AM | Train: [  1/600] Step 071/071 Loss: 0.480 Recall: 0.720 FA: 4 F1: 0.765957
07/10 05:07:33 AM | [20  4  7 18]
07/10 05:07:34 AM | Train: [  1/600] Final Recall 85.9020% FA 1433 F1: 85.1686%
07/10 05:07:34 AM | [7734 1433 1277 7781]
07/10 05:07:34 AM | Valid: [  1/600] Step 000/061 Loss: 0.247 Recall: 0.800 FA: 23 F1: 0.480000
07/10 05:07:34 AM | [218  23   3  12]
07/10 05:07:39 AM | Valid: [  1/600] Final Recall 70.7207% FA 684 F1: 43.5506%
07/10 05:07:39 AM | [6302  684  130  314]
07/10 05:07:39 AM | Valid: Time Spent: 5.416648s
07/10 05:07:39 AM | [0.43550624133148397]
07/10 05:07:41 AM | Model size = 1.317 MB
07/10 05:07:41 AM | Epoch 0 LR 0.05
07/10 05:07:42 AM | Train: [  1/600] Step 000/071 Loss: 1.032 Recall: 0.441 FA: 60 F1: 0.473684
07/10 05:07:42 AM | [53 60 80 63]
07/10 05:08:00 AM | Train: [  1/600] Step 050/071 Loss: 0.565 Recall: 0.860 FA: 12 F1: 0.877637
07/10 05:08:00 AM | [123  12  17 104]
07/10 05:08:07 AM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 0.960 FA: 7 F1: 0.857143
07/10 05:08:07 AM | [17  7  1 24]
07/10 05:08:07 AM | Train: [  1/600] Final Recall 85.2814% FA 1634 F1: 83.8481%
07/10 05:08:07 AM | [7582 1634 1326 7683]
07/10 05:08:07 AM | Valid: [  1/600] Step 000/061 Loss: 1.402 Recall: 0.944 FA: 122 F1: 0.216561
07/10 05:08:07 AM | [116 122   1  17]
07/10 05:08:11 AM | Valid: [  1/600] Final Recall 97.8304% FA 3693 F1: 21.1244%
07/10 05:08:11 AM | [3480 3693   11  496]
07/10 05:08:11 AM | Valid: Time Spent: 3.937020s
07/10 05:08:11 AM | [0.2112436115843271]
07/10 05:08:13 AM | Model size = 1.498 MB
07/10 05:08:13 AM | Epoch 0 LR 0.05
07/10 05:08:14 AM | Train: [  1/600] Step 000/071 Loss: 0.997 Recall: 0.500 FA: 84 F1: 0.454545
07/10 05:08:14 AM | [52 84 60 60]
07/10 05:08:35 AM | Train: [  1/600] Step 050/071 Loss: 0.611 Recall: 0.981 FA: 52 F1: 0.795455
07/10 05:08:35 AM | [ 97  52   2 105]
07/10 05:08:44 AM | Train: [  1/600] Step 071/071 Loss: 0.589 Recall: 0.760 FA: 6 F1: 0.760000
07/10 05:08:44 AM | [18  6  6 19]
07/10 05:08:44 AM | Train: [  1/600] Final Recall 84.7638% FA 1790 F1: 83.0361%
07/10 05:08:44 AM | [7207 1790 1406 7822]
07/10 05:08:44 AM | Valid: [  1/600] Step 000/061 Loss: 2.850 Recall: 0.938 FA: 139 F1: 0.176471
07/10 05:08:44 AM | [101 139   1  15]
07/10 05:08:51 AM | Valid: [  1/600] Final Recall 98.3193% FA 3928 F1: 19.2118%
07/10 05:08:51 AM | [3026 3928    8  468]
07/10 05:08:51 AM | Valid: Time Spent: 6.197041s
07/10 05:08:51 AM | [0.19211822660098524]
07/10 05:08:54 AM | Model size = 1.360 MB
07/10 05:08:54 AM | Epoch 0 LR 0.05
07/10 05:08:55 AM | Train: [  1/600] Step 000/071 Loss: 0.981 Recall: 0.447 FA: 43 F1: 0.490385
07/10 05:08:55 AM | [99 43 63 51]
07/10 05:09:17 AM | Train: [  1/600] Step 050/071 Loss: 0.526 Recall: 0.911 FA: 16 F1: 0.893281
07/10 05:09:17 AM | [116  16  11 113]
07/10 05:09:25 AM | Train: [  1/600] Step 071/071 Loss: 0.480 Recall: 0.833 FA: 2 F1: 0.869565
07/10 05:09:25 AM | [23  2  4 20]
07/10 05:09:25 AM | Train: [  1/600] Final Recall 86.2970% FA 1406 F1: 85.5285%
07/10 05:09:25 AM | [7748 1406 1243 7828]
07/10 05:09:25 AM | Valid: [  1/600] Step 000/061 Loss: 2.255 Recall: 0.933 FA: 99 F1: 0.218750
07/10 05:09:25 AM | [142  99   1  14]
07/10 05:09:30 AM | Valid: [  1/600] Final Recall 98.0469% FA 2974 F1: 25.1755%
07/10 05:09:30 AM | [4194 2974   10  502]
07/10 05:09:30 AM | Valid: Time Spent: 4.522908s
07/10 05:09:30 AM | [0.25175526579739216]
07/10 05:09:32 AM | Model size = 1.605 MB
07/10 05:09:32 AM | Epoch 0 LR 0.05
07/10 05:09:33 AM | Train: [  1/600] Step 000/071 Loss: 0.858 Recall: 0.780 FA: 34 F1: 0.765799
07/10 05:09:33 AM | [ 90  34  29 103]
07/10 05:09:57 AM | Train: [  1/600] Step 050/071 Loss: 0.533 Recall: 0.882 FA: 17 F1: 0.875000
07/10 05:09:57 AM | [112  17  15 112]
