07/10 12:48:38 AM | 
07/10 01:02:40 AM | Model size = 1.467 MB
07/10 01:02:40 AM | Epoch 0 LR 0.05
07/10 01:02:41 AM | Train: [  1/600] Step 000/071 Loss: 0.993 Recall: 0.496 FA: 71 F1: 0.482759
07/10 01:02:41 AM | [58 71 64 63]
07/10 01:03:04 AM | Train: [  1/600] Step 050/071 Loss: 0.617 Recall: 0.844 FA: 17 F1: 0.853755
07/10 01:03:04 AM | [111  17  20 108]
07/10 01:03:14 AM | Train: [  1/600] Step 071/071 Loss: 0.556 Recall: 0.840 FA: 3 F1: 0.857143
07/10 01:03:14 AM | [21  3  4 21]
07/10 01:03:14 AM | Train: [  1/600] Final Recall 83.8602% FA 1623 F1: 83.0861%
07/10 01:03:14 AM | [7587 1623 1455 7560]
07/10 01:03:14 AM | Valid: [  1/600] Step 000/061 Loss: 0.401 Recall: 0.941 FA: 46 F1: 0.405063
07/10 01:03:14 AM | [193  46   1  16]
07/10 01:03:21 AM | Valid: [  1/600] Final Recall 82.5607% FA 1408 F1: 33.4676%
07/10 01:03:21 AM | [5569 1408   79  374]
07/10 01:03:21 AM | Valid: Time Spent: 7.152259s
07/10 01:03:21 AM | [0.3346756152125279]
07/10 01:03:24 AM | Model size = 1.428 MB
07/10 01:03:24 AM | Epoch 0 LR 0.05
07/10 01:03:26 AM | Train: [  1/600] Step 000/071 Loss: 1.126 Recall: 0.328 FA: 45 F1: 0.386473
07/10 01:03:26 AM | [89 45 82 40]
07/10 01:03:50 AM | Train: [  1/600] Step 050/071 Loss: 0.612 Recall: 0.844 FA: 17 F1: 0.851240
07/10 01:03:50 AM | [117  17  19 103]
07/10 01:04:00 AM | Train: [  1/600] Step 071/071 Loss: 0.562 Recall: 1.000 FA: 8 F1: 0.833333
07/10 01:04:00 AM | [21  8  0 20]
07/10 01:04:00 AM | Train: [  1/600] Final Recall 84.7617% FA 1748 F1: 83.1528%
07/10 01:04:00 AM | [7329 1748 1394 7754]
07/10 01:04:00 AM | Valid: [  1/600] Step 000/061 Loss: 0.413 Recall: 0.714 FA: 47 F1: 0.281690
07/10 01:04:00 AM | [195  47   4  10]
07/10 01:04:06 AM | Valid: [  1/600] Final Recall 86.0707% FA 1650 F1: 32.5344%
07/10 01:04:06 AM | [5549 1650   67  414]
07/10 01:04:06 AM | Valid: Time Spent: 5.710228s
07/10 01:04:06 AM | [0.32534381139489194]
07/10 01:04:08 AM | Model size = 1.216 MB
07/10 01:04:08 AM | Epoch 0 LR 0.05
07/10 01:04:09 AM | Train: [  1/600] Step 000/071 Loss: 1.295 Recall: 0.370 FA: 89 F1: 0.364964
07/10 01:04:09 AM | [32 89 85 50]
07/10 01:04:28 AM | Train: [  1/600] Step 050/071 Loss: 0.791 Recall: 0.949 FA: 33 F1: 0.850575
07/10 01:04:28 AM | [106  33   6 111]
07/10 01:04:34 AM | Train: [  1/600] Step 071/071 Loss: 0.716 Recall: 0.963 FA: 5 F1: 0.896552
07/10 01:04:34 AM | [17  5  1 26]
07/10 01:04:34 AM | Train: [  1/600] Final Recall 80.4792% FA 1905 F1: 79.9127%
07/10 01:04:34 AM | [7222 1905 1776 7322]
07/10 01:04:34 AM | Valid: [  1/600] Step 000/061 Loss: 0.657 Recall: 0.826 FA: 39 F1: 0.469136
07/10 01:04:34 AM | [194  39   4  19]
07/10 01:04:39 AM | Valid: [  1/600] Final Recall 73.5608% FA 1281 F1: 32.9356%
07/10 01:04:39 AM | [5680 1281  124  345]
07/10 01:04:39 AM | Valid: Time Spent: 4.710135s
07/10 01:04:39 AM | [0.32935560859188545]
07/10 01:04:42 AM | Model size = 1.380 MB
07/10 01:04:42 AM | Epoch 0 LR 0.05
07/10 01:04:44 AM | Train: [  1/600] Step 000/071 Loss: 0.981 Recall: 0.429 FA: 43 F1: 0.478873
07/10 01:04:44 AM | [94 43 68 51]
07/10 01:05:05 AM | Train: [  1/600] Step 050/071 Loss: 0.492 Recall: 0.866 FA: 15 F1: 0.873016
07/10 01:05:05 AM | [114  15  17 110]
07/10 01:05:13 AM | Train: [  1/600] Step 071/071 Loss: 0.451 Recall: 0.870 FA: 5 F1: 0.833333
07/10 01:05:13 AM | [21  5  3 20]
07/10 01:05:13 AM | Train: [  1/600] Final Recall 86.9546% FA 1362 F1: 86.0939%
07/10 01:05:13 AM | [7810 1362 1181 7872]
07/10 01:05:13 AM | Valid: [  1/600] Step 000/061 Loss: 0.329 Recall: 0.786 FA: 27 F1: 0.423077
07/10 01:05:13 AM | [215  27   3  11]
07/10 01:05:17 AM | Valid: [  1/600] Final Recall 66.8750% FA 673 F1: 43.5550%
07/10 01:05:17 AM | [6527  673  159  321]
07/10 01:05:17 AM | Valid: Time Spent: 4.280551s
07/10 01:05:17 AM | [0.4355495251017639]
07/10 01:05:19 AM | Model size = 1.240 MB
07/10 01:05:19 AM | Epoch 0 LR 0.05
07/10 01:05:20 AM | Train: [  1/600] Step 000/071 Loss: 0.893 Recall: 0.681 FA: 36 F1: 0.701493
07/10 01:05:20 AM | [82 36 44 94]
07/10 01:05:37 AM | Train: [  1/600] Step 050/071 Loss: 0.509 Recall: 0.959 FA: 24 F1: 0.888889
07/10 01:05:37 AM | [111  24   5 116]
07/10 01:05:45 AM | Train: [  1/600] Step 071/071 Loss: 0.462 Recall: 0.964 FA: 2 F1: 0.947368
07/10 01:05:45 AM | [19  2  1 27]
07/10 01:05:45 AM | Train: [  1/600] Final Recall 86.6747% FA 1320 F1: 86.1988%
07/10 01:05:45 AM | [7757 1320 1219 7929]
07/10 01:05:46 AM | Valid: [  1/600] Step 000/061 Loss: 0.212 Recall: 0.905 FA: 25 F1: 0.584615
07/10 01:05:46 AM | [210  25   2  19]
07/10 01:05:51 AM | Valid: [  1/600] Final Recall 72.6721% FA 803 F1: 43.3575%
07/10 01:05:51 AM | [6133  803  135  359]
07/10 01:05:51 AM | Valid: Time Spent: 5.481013s
07/10 01:05:51 AM | [0.4335748792270532]
07/10 01:05:53 AM | Model size = 1.425 MB
07/10 01:05:53 AM | Epoch 0 LR 0.05
07/10 01:05:54 AM | Train: [  1/600] Step 000/071 Loss: 1.023 Recall: 0.423 FA: 89 F1: 0.393939
07/10 01:05:54 AM | [44 89 71 52]
07/10 01:06:14 AM | Train: [  1/600] Step 050/071 Loss: 0.565 Recall: 0.924 FA: 18 F1: 0.890688
07/10 01:06:14 AM | [119  18   9 110]
07/10 01:06:24 AM | Train: [  1/600] Step 071/071 Loss: 0.527 Recall: 0.962 FA: 3 F1: 0.925926
07/10 01:06:24 AM | [20  3  1 25]
07/10 01:06:24 AM | Train: [  1/600] Final Recall 84.2204% FA 1614 F1: 83.3842%
07/10 01:06:24 AM | [7536 1614 1432 7643]
07/10 01:06:25 AM | Valid: [  1/600] Step 000/061 Loss: 0.162 Recall: 0.083 FA: 8 F1: 0.095238
07/10 01:06:25 AM | [236   8  11   1]
07/10 01:06:29 AM | Valid: [  1/600] Final Recall 51.0204% FA 437 F1: 42.4809%
07/10 01:06:29 AM | [6753  437  240  250]
07/10 01:06:29 AM | Valid: Time Spent: 4.432439s
07/10 01:06:29 AM | [0.42480883602378927]
07/10 01:06:32 AM | Model size = 1.159 MB
07/10 01:06:32 AM | Epoch 0 LR 0.05
07/10 01:06:34 AM | Train: [  1/600] Step 000/071 Loss: 0.920 Recall: 0.626 FA: 46 F1: 0.626016
07/10 01:06:34 AM | [87 46 46 77]
07/10 01:06:51 AM | Train: [  1/600] Step 050/071 Loss: 0.692 Recall: 0.894 FA: 19 F1: 0.877323
07/10 01:06:51 AM | [105  19  14 118]
07/10 01:06:58 AM | Train: [  1/600] Step 071/071 Loss: 0.630 Recall: 0.909 FA: 4 F1: 0.869565
07/10 01:06:58 AM | [23  4  2 20]
07/10 01:06:58 AM | Train: [  1/600] Final Recall 82.0684% FA 1733 F1: 81.5391%
07/10 01:06:58 AM | [7480 1733 1616 7396]
07/10 01:06:59 AM | Valid: [  1/600] Step 000/061 Loss: 0.220 Recall: 0.286 FA: 14 F1: 0.250000
07/10 01:06:59 AM | [228  14  10   4]
07/10 01:07:05 AM | Valid: [  1/600] Final Recall 32.9897% FA 358 F1: 31.9043%
07/10 01:07:05 AM | [6587  358  325  160]
07/10 01:07:05 AM | Valid: Time Spent: 6.158629s
07/10 01:07:05 AM | [0.3190428713858425]
07/10 01:07:06 AM | Model size = 1.296 MB
07/10 01:07:06 AM | Epoch 0 LR 0.05
07/10 01:07:07 AM | Train: [  1/600] Step 000/071 Loss: 0.909 Recall: 0.704 FA: 34 F1: 0.724638
07/10 01:07:07 AM | [ 80  34  42 100]
07/10 01:07:27 AM | Train: [  1/600] Step 050/071 Loss: 0.539 Recall: 0.933 FA: 29 F1: 0.857143
07/10 01:07:27 AM | [108  29   8 111]
07/10 01:07:35 AM | Train: [  1/600] Step 071/071 Loss: 0.503 Recall: 0.926 FA: 3 F1: 0.909091
07/10 01:07:35 AM | [19  3  2 25]
07/10 01:07:35 AM | Train: [  1/600] Final Recall 85.7406% FA 1495 F1: 84.9119%
07/10 01:07:35 AM | [7508 1495 1315 7907]
07/10 01:07:35 AM | Valid: [  1/600] Step 000/061 Loss: 0.983 Recall: 1.000 FA: 34 F1: 0.392857
07/10 01:07:35 AM | [211  34   0  11]
07/10 01:07:39 AM | Valid: [  1/600] Final Recall 76.0825% FA 914 F1: 41.7421%
07/10 01:07:39 AM | [6281  914  116  369]
07/10 01:07:39 AM | Valid: Time Spent: 4.136341s
07/10 01:07:39 AM | [0.417420814479638]
07/10 01:07:41 AM | Model size = 1.637 MB
07/10 01:07:41 AM | Epoch 0 LR 0.05
07/10 01:07:42 AM | Train: [  1/600] Step 000/071 Loss: 1.023 Recall: 0.385 FA: 73 F1: 0.400000
07/10 01:07:42 AM | [48 73 83 52]
07/10 01:08:05 AM | Train: [  1/600] Step 050/071 Loss: 0.557 Recall: 0.864 FA: 8 F1: 0.900709
07/10 01:08:05 AM | [101   8  20 127]
07/10 01:08:13 AM | Train: [  1/600] Step 071/071 Loss: 0.517 Recall: 0.815 FA: 1 F1: 0.880000
07/10 01:08:13 AM | [21  1  5 22]
07/10 01:08:13 AM | Train: [  1/600] Final Recall 85.2636% FA 1626 F1: 84.0737%
07/10 01:08:13 AM | [7343 1626 1364 7892]
07/10 01:08:14 AM | Valid: [  1/600] Step 000/061 Loss: 0.180 Recall: 0.450 FA: 6 F1: 0.514286
07/10 01:08:14 AM | [230   6  11   9]
07/10 01:08:18 AM | Valid: [  1/600] Final Recall 29.3033% FA 200 F1: 34.4164%
07/10 01:08:18 AM | [6742  200  345  143]
07/10 01:08:18 AM | Valid: Time Spent: 4.883344s
07/10 01:08:18 AM | [0.34416365824308065]
07/10 01:08:20 AM | Model size = 1.185 MB
07/10 01:08:20 AM | Epoch 0 LR 0.05
07/10 01:08:21 AM | Train: [  1/600] Step 000/071 Loss: 1.003 Recall: 0.545 FA: 54 F1: 0.535714
07/10 01:08:21 AM | [92 54 50 60]
07/10 01:08:37 AM | Train: [  1/600] Step 050/071 Loss: 0.605 Recall: 0.910 FA: 22 F1: 0.877698
07/10 01:08:37 AM | [100  22  12 122]
07/10 01:08:45 AM | Train: [  1/600] Step 071/071 Loss: 0.557 Recall: 1.000 FA: 5 F1: 0.888889
07/10 01:08:45 AM | [24  5  0 20]
07/10 01:08:45 AM | Train: [  1/600] Final Recall 84.2986% FA 1505 F1: 83.9336%
07/10 01:08:45 AM | [7638 1505 1426 7656]
07/10 01:08:47 AM | Valid: [  1/600] Step 000/061 Loss: 0.702 Recall: 0.941 FA: 58 F1: 0.351648
07/10 01:08:47 AM | [181  58   1  16]
07/10 01:08:52 AM | Valid: [  1/600] Final Recall 89.0438% FA 1648 F1: 34.4243%
07/10 01:08:52 AM | [5530 1648   55  447]
07/10 01:08:52 AM | Valid: Time Spent: 7.476827s
07/10 01:08:52 AM | [0.3442433577204467]
07/10 01:08:55 AM | Model size = 1.495 MB
07/10 01:08:55 AM | Epoch 0 LR 0.05
07/10 01:08:57 AM | Train: [  1/600] Step 000/071 Loss: 0.942 Recall: 0.764 FA: 72 F1: 0.670846
07/10 01:08:57 AM | [ 44  72  33 107]
07/10 01:09:25 AM | Train: [  1/600] Step 050/071 Loss: 0.569 Recall: 0.877 FA: 22 F1: 0.857143
07/10 01:09:25 AM | [104  22  16 114]
07/10 01:09:37 AM | Train: [  1/600] Step 071/071 Loss: 0.528 Recall: 0.864 FA: 5 F1: 0.826087
07/10 01:09:37 AM | [22  5  3 19]
07/10 01:09:37 AM | Train: [  1/600] Final Recall 85.9753% FA 1659 F1: 84.1912%
07/10 01:09:37 AM | [7482 1659 1274 7810]
07/10 01:09:37 AM | Valid: [  1/600] Step 000/061 Loss: 0.398 Recall: 0.667 FA: 38 F1: 0.275862
07/10 01:09:37 AM | [206  38   4   8]
07/10 01:09:45 AM | Valid: [  1/600] Final Recall 72.5572% FA 1412 F1: 31.1329%
07/10 01:09:45 AM | [5787 1412  132  349]
07/10 01:09:45 AM | Valid: Time Spent: 7.338776s
07/10 01:09:45 AM | [0.31132917038358604]
07/10 01:09:48 AM | Model size = 1.439 MB
07/10 01:09:48 AM | Epoch 0 LR 0.05
07/10 01:09:49 AM | Train: [  1/600] Step 000/071 Loss: 0.927 Recall: 0.613 FA: 35 F1: 0.646809
07/10 01:09:49 AM | [97 35 48 76]
07/10 01:10:14 AM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.868 FA: 16 F1: 0.874074
07/10 01:10:14 AM | [104  16  18 118]
07/10 01:10:26 AM | Train: [  1/600] Step 071/071 Loss: 0.468 Recall: 0.909 FA: 4 F1: 0.869565
07/10 01:10:26 AM | [23  4  2 20]
07/10 01:10:26 AM | Train: [  1/600] Final Recall 86.9213% FA 1433 F1: 85.7080%
07/10 01:10:26 AM | [7785 1433 1178 7829]
07/10 01:10:27 AM | Valid: [  1/600] Step 000/061 Loss: 0.916 Recall: 0.944 FA: 51 F1: 0.395349
07/10 01:10:27 AM | [187  51   1  17]
07/10 01:10:36 AM | Valid: [  1/600] Final Recall 77.8013% FA 1335 F1: 33.8235%
07/10 01:10:36 AM | [5622 1335  105  368]
07/10 01:10:36 AM | Valid: Time Spent: 9.576906s
07/10 01:10:36 AM | [0.3382352941176471]
07/10 01:10:40 AM | Model size = 1.370 MB
07/10 01:10:40 AM | Epoch 0 LR 0.05
07/10 01:10:42 AM | Train: [  1/600] Step 000/071 Loss: 0.986 Recall: 0.516 FA: 39 F1: 0.562500
07/10 01:10:42 AM | [95 39 59 63]
07/10 01:11:06 AM | Train: [  1/600] Step 050/071 Loss: 0.571 Recall: 0.817 FA: 15 F1: 0.845850
07/10 01:11:06 AM | [110  15  24 107]
07/10 01:11:16 AM | Train: [  1/600] Step 071/071 Loss: 0.517 Recall: 0.800 FA: 1 F1: 0.869565
07/10 01:11:16 AM | [23  1  5 20]
07/10 01:11:16 AM | Train: [  1/600] Final Recall 84.2951% FA 1434 F1: 84.3089%
07/10 01:11:16 AM | [7641 1434 1437 7713]
07/10 01:11:16 AM | Valid: [  1/600] Step 000/061 Loss: 0.606 Recall: 0.692 FA: 42 F1: 0.281250
07/10 01:11:16 AM | [201  42   4   9]
07/10 01:11:22 AM | Valid: [  1/600] Final Recall 71.7694% FA 1214 F1: 34.7449%
07/10 01:11:22 AM | [5963 1214  142  361]
07/10 01:11:22 AM | Valid: Time Spent: 5.994108s
07/10 01:11:22 AM | [0.3474494706448509]
07/10 01:11:25 AM | Model size = 1.344 MB
07/10 01:11:25 AM | Epoch 0 LR 0.05
07/10 01:11:26 AM | Train: [  1/600] Step 000/071 Loss: 1.005 Recall: 0.328 FA: 44 F1: 0.396396
07/10 01:11:26 AM | [78 44 90 44]
07/10 01:11:51 AM | Train: [  1/600] Step 050/071 Loss: 0.517 Recall: 0.862 FA: 8 F1: 0.896000
07/10 01:11:51 AM | [118   8  18 112]
07/10 01:12:01 AM | Train: [  1/600] Step 071/071 Loss: 0.475 Recall: 0.933 FA: 1 F1: 0.949153
07/10 01:12:01 AM | [18  1  2 28]
07/10 01:12:01 AM | Train: [  1/600] Final Recall 85.6345% FA 1410 F1: 85.1725%
07/10 01:12:01 AM | [7689 1410 1311 7815]
07/10 01:12:01 AM | Valid: [  1/600] Step 000/061 Loss: 0.162 Recall: 0.125 FA: 3 F1: 0.190476
07/10 01:12:01 AM | [237   3  14   2]
07/10 01:12:10 AM | Valid: [  1/600] Final Recall 22.4280% FA 170 F1: 28.4967%
07/10 01:12:10 AM | [6774  170  377  109]
07/10 01:12:10 AM | Valid: Time Spent: 8.942442s
07/10 01:12:10 AM | [0.2849673202614379]
07/10 01:12:13 AM | Model size = 1.555 MB
07/10 01:12:13 AM | Epoch 0 LR 0.05
07/10 01:12:14 AM | Train: [  1/600] Step 000/071 Loss: 1.022 Recall: 0.562 FA: 41 F1: 0.598361
07/10 01:12:14 AM | [85 41 57 73]
07/10 01:12:43 AM | Train: [  1/600] Step 050/071 Loss: 0.498 Recall: 0.865 FA: 9 F1: 0.897059
07/10 01:12:43 AM | [106   9  19 122]
07/10 01:12:55 AM | Train: [  1/600] Step 071/071 Loss: 0.471 Recall: 0.917 FA: 4 F1: 0.880000
07/10 01:12:55 AM | [21  4  2 22]
07/10 01:12:56 AM | Train: [  1/600] Final Recall 85.3565% FA 1360 F1: 85.2301%
07/10 01:12:56 AM | [7762 1360 1333 7770]
07/10 01:12:56 AM | Valid: [  1/600] Step 000/061 Loss: 0.344 Recall: 0.706 FA: 25 F1: 0.444444
07/10 01:12:56 AM | [214  25   5  12]
07/10 01:13:03 AM | Valid: [  1/600] Final Recall 67.6289% FA 759 F1: 41.7303%
07/10 01:13:03 AM | [6436  759  157  328]
07/10 01:13:03 AM | Valid: Time Spent: 7.842070s
07/10 01:13:03 AM | [0.4173027989821883]
07/10 01:13:07 AM | Model size = 1.630 MB
07/10 01:13:07 AM | Epoch 0 LR 0.05
07/10 01:13:09 AM | Train: [  1/600] Step 000/071 Loss: 1.010 Recall: 0.593 FA: 71 F1: 0.559441
07/10 01:13:09 AM | [50 71 55 80]
07/10 01:13:40 AM | Train: [  1/600] Step 050/071 Loss: 0.584 Recall: 0.784 FA: 12 F1: 0.836653
07/10 01:13:40 AM | [110  12  29 105]
07/10 01:13:53 AM | Train: [  1/600] Step 071/071 Loss: 0.542 Recall: 0.885 FA: 3 F1: 0.884615
07/10 01:13:53 AM | [20  3  3 23]
07/10 01:13:54 AM | Train: [  1/600] Final Recall 84.0889% FA 1668 F1: 83.1466%
07/10 01:13:54 AM | [7381 1668 1460 7716]
07/10 01:13:54 AM | Valid: [  1/600] Step 000/061 Loss: 0.262 Recall: 0.727 FA: 29 F1: 0.333333
07/10 01:13:54 AM | [216  29   3   8]
07/10 01:14:02 AM | Valid: [  1/600] Final Recall 74.1453% FA 900 F1: 40.4665%
07/10 01:14:02 AM | [6062  900  121  347]
07/10 01:14:02 AM | Valid: Time Spent: 8.694609s
07/10 01:14:02 AM | [0.40466472303206996]
07/10 01:14:07 AM | Model size = 1.297 MB
07/10 01:14:07 AM | Epoch 0 LR 0.05
07/10 01:14:09 AM | Train: [  1/600] Step 000/071 Loss: 1.081 Recall: 0.383 FA: 86 F1: 0.372624
07/10 01:14:09 AM | [42 86 79 49]
07/10 01:14:32 AM | Train: [  1/600] Step 050/071 Loss: 0.562 Recall: 0.872 FA: 9 F1: 0.901099
07/10 01:14:32 AM | [106   9  18 123]
07/10 01:14:40 AM | Train: [  1/600] Step 071/071 Loss: 0.530 Recall: 1.000 FA: 8 F1: 0.840000
07/10 01:14:40 AM | [20  8  0 21]
07/10 01:14:40 AM | Train: [  1/600] Final Recall 84.7110% FA 1653 F1: 83.5673%
07/10 01:14:40 AM | [7402 1653 1402 7768]
07/10 01:14:40 AM | Valid: [  1/600] Step 000/061 Loss: 1.102 Recall: 1.000 FA: 119 F1: 0.211921
07/10 01:14:40 AM | [121 119   0  16]
07/10 01:14:44 AM | Valid: [  1/600] Final Recall 97.3684% FA 3335 F1: 22.3202%
07/10 01:14:44 AM | [3851 3335   13  481]
07/10 01:14:44 AM | Valid: Time Spent: 3.915502s
07/10 01:14:44 AM | [0.22320185614849183]
07/10 01:14:47 AM | Model size = 1.462 MB
07/10 01:14:47 AM | Epoch 0 LR 0.05
07/10 01:14:49 AM | Train: [  1/600] Step 000/071 Loss: 0.963 Recall: 0.525 FA: 47 F1: 0.576389
07/10 01:14:49 AM | [51 47 75 83]
07/10 01:15:08 AM | Train: [  1/600] Step 050/071 Loss: 0.524 Recall: 0.936 FA: 15 F1: 0.910506
07/10 01:15:08 AM | [116  15   8 117]
07/10 01:15:16 AM | Train: [  1/600] Step 071/071 Loss: 0.489 Recall: 0.808 FA: 3 F1: 0.840000
07/10 01:15:16 AM | [20  3  5 21]
07/10 01:15:16 AM | Train: [  1/600] Final Recall 85.5886% FA 1492 F1: 84.7402%
07/10 01:15:16 AM | [7643 1492 1310 7780]
07/10 01:15:16 AM | Valid: [  1/600] Step 000/061 Loss: 0.217 Recall: 0.467 FA: 19 F1: 0.341463
07/10 01:15:16 AM | [222  19   8   7]
07/10 01:15:22 AM | Valid: [  1/600] Final Recall 65.3689% FA 656 F1: 43.6090%
07/10 01:15:22 AM | [6286  656  169  319]
07/10 01:15:22 AM | Valid: Time Spent: 5.444014s
07/10 01:15:22 AM | [0.4360902255639098]
07/10 01:15:23 AM | Model size = 1.133 MB
07/10 01:15:23 AM | Epoch 0 LR 0.05
07/10 01:15:24 AM | Train: [  1/600] Step 000/071 Loss: 1.166 Recall: 0.525 FA: 88 F1: 0.467153
07/10 01:15:24 AM | [46 88 58 64]
07/10 01:15:40 AM | Train: [  1/600] Step 050/071 Loss: 0.658 Recall: 0.901 FA: 25 F1: 0.854902
07/10 01:15:40 AM | [110  25  12 109]
07/10 01:15:46 AM | Train: [  1/600] Step 071/071 Loss: 0.586 Recall: 0.952 FA: 6 F1: 0.851064
07/10 01:15:46 AM | [22  6  1 20]
07/10 01:15:46 AM | Train: [  1/600] Final Recall 83.9479% FA 1639 F1: 83.1653%
07/10 01:15:46 AM | [7447 1639 1467 7672]
07/10 01:15:46 AM | Valid: [  1/600] Step 000/061 Loss: 0.455 Recall: 0.963 FA: 51 F1: 0.500000
07/10 01:15:46 AM | [178  51   1  26]
07/10 01:15:49 AM | Valid: [  1/600] Final Recall 81.1321% FA 1365 F1: 34.7241%
07/10 01:15:49 AM | [5838 1365   90  387]
07/10 01:15:49 AM | Valid: Time Spent: 3.455593s
07/10 01:15:49 AM | [0.3472409152086138]
07/10 01:15:51 AM | Model size = 1.334 MB
07/10 01:15:51 AM | Epoch 0 LR 0.05
07/10 01:15:52 AM | Train: [  1/600] Step 000/071 Loss: 1.009 Recall: 0.570 FA: 81 F1: 0.517730
07/10 01:15:52 AM | [47 81 55 73]
07/10 01:16:10 AM | Train: [  1/600] Step 050/071 Loss: 0.577 Recall: 0.869 FA: 18 F1: 0.865900
07/10 01:16:10 AM | [108  18  17 113]
07/10 01:16:19 AM | Train: [  1/600] Step 071/071 Loss: 0.525 Recall: 0.880 FA: 4 F1: 0.862745
07/10 01:16:19 AM | [20  4  3 22]
07/10 01:16:19 AM | Train: [  1/600] Final Recall 85.4407% FA 1661 F1: 83.8807%
07/10 01:16:19 AM | [7477 1661 1323 7764]
07/10 01:16:19 AM | Valid: [  1/600] Step 000/061 Loss: 0.174 Recall: 0.182 FA: 11 F1: 0.166667
07/10 01:16:19 AM | [234  11   9   2]
07/10 01:16:24 AM | Valid: [  1/600] Final Recall 38.6503% FA 346 F1: 36.9141%
07/10 01:16:24 AM | [6595  346  300  189]
07/10 01:16:24 AM | Valid: Time Spent: 5.139819s
07/10 01:16:24 AM | [0.369140625]
07/10 01:16:27 AM | Model size = 1.692 MB
07/10 01:16:27 AM | Epoch 0 LR 0.05
07/10 01:16:29 AM | Train: [  1/600] Step 000/071 Loss: 0.998 Recall: 0.269 FA: 42 F1: 0.338164
07/10 01:16:29 AM | [84 42 95 35]
07/10 01:16:55 AM | Train: [  1/600] Step 050/071 Loss: 0.531 Recall: 0.911 FA: 23 F1: 0.875445
07/10 01:16:55 AM | [ 98  23  12 123]
07/10 01:17:06 AM | Train: [  1/600] Step 071/071 Loss: 0.487 Recall: 1.000 FA: 2 F1: 0.944444
07/10 01:17:06 AM | [30  2  0 17]
07/10 01:17:06 AM | Train: [  1/600] Final Recall 85.4352% FA 1493 F1: 84.6639%
07/10 01:17:06 AM | [7621 1493 1327 7784]
07/10 01:17:06 AM | Valid: [  1/600] Step 000/061 Loss: 1.465 Recall: 0.667 FA: 58 F1: 0.205128
07/10 01:17:06 AM | [186  58   4   8]
07/10 01:17:12 AM | Valid: [  1/600] Final Recall 83.3676% FA 1815 F1: 29.9852%
07/10 01:17:12 AM | [5378 1815   81  406]
07/10 01:17:12 AM | Valid: Time Spent: 5.752025s
07/10 01:17:12 AM | [0.2998522895125554]
07/10 01:17:13 AM | Model size = 1.370 MB
07/10 01:17:13 AM | Epoch 0 LR 0.05
07/10 01:17:15 AM | Train: [  1/600] Step 000/071 Loss: 1.207 Recall: 0.357 FA: 90 F1: 0.347170
07/10 01:17:15 AM | [37 90 83 46]
07/10 01:17:33 AM | Train: [  1/600] Step 050/071 Loss: 0.608 Recall: 0.927 FA: 25 F1: 0.871212
07/10 01:17:33 AM | [107  25   9 115]
07/10 01:17:41 AM | Train: [  1/600] Step 071/071 Loss: 0.545 Recall: 0.806 FA: 1 F1: 0.877193
07/10 01:17:41 AM | [17  1  6 25]
07/10 01:17:41 AM | Train: [  1/600] Final Recall 83.9526% FA 1622 F1: 83.2965%
07/10 01:17:41 AM | [7399 1622 1477 7727]
07/10 01:17:41 AM | Valid: [  1/600] Step 000/061 Loss: 0.939 Recall: 0.941 FA: 67 F1: 0.320000
07/10 01:17:41 AM | [172  67   1  16]
07/10 01:17:46 AM | Valid: [  1/600] Final Recall 94.0397% FA 1931 F1: 30.3203%
07/10 01:17:46 AM | [5046 1931   27  426]
07/10 01:17:46 AM | Valid: Time Spent: 4.871850s
07/10 01:17:46 AM | [0.303202846975089]
07/10 01:17:47 AM | Model size = 1.362 MB
07/10 01:17:47 AM | Epoch 0 LR 0.05
07/10 01:17:49 AM | Train: [  1/600] Step 000/071 Loss: 1.043 Recall: 0.436 FA: 92 F1: 0.384000
07/10 01:17:49 AM | [54 92 62 48]
07/10 01:18:07 AM | Train: [  1/600] Step 050/071 Loss: 0.540 Recall: 0.950 FA: 29 F1: 0.867925
07/10 01:18:07 AM | [106  29   6 115]
07/10 01:18:15 AM | Train: [  1/600] Step 071/071 Loss: 0.498 Recall: 0.913 FA: 3 F1: 0.893617
07/10 01:18:15 AM | [23  3  2 21]
07/10 01:18:15 AM | Train: [  1/600] Final Recall 85.9686% FA 1549 F1: 84.6581%
07/10 01:18:15 AM | [7632 1549 1269 7775]
07/10 01:18:15 AM | Valid: [  1/600] Step 000/061 Loss: 0.251 Recall: 0.556 FA: 15 F1: 0.465116
07/10 01:18:15 AM | [223  15   8  10]
07/10 01:18:19 AM | Valid: [  1/600] Final Recall 51.6699% FA 431 F1: 43.7240%
07/10 01:18:19 AM | [6740  431  246  263]
07/10 01:18:19 AM | Valid: Time Spent: 4.138484s
07/10 01:18:19 AM | [0.4372402327514547]
07/10 01:18:22 AM | Model size = 1.250 MB
07/10 01:18:22 AM | Epoch 0 LR 0.05
07/10 01:18:24 AM | Train: [  1/600] Step 000/071 Loss: 0.996 Recall: 0.562 FA: 59 F1: 0.555985
07/10 01:18:24 AM | [69 59 56 72]
07/10 01:18:40 AM | Train: [  1/600] Step 050/071 Loss: 0.540 Recall: 0.775 FA: 8 F1: 0.845850
07/10 01:18:40 AM | [110   8  31 107]
